code,strand,grade,anchor,category,text,progressive_skill
W.8.1b,W,8,1,TTP,"Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text.",
W.8.1c,W,8,1,TTP,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence.",
W.8.1d,W,8,1,TTP,Establish and maintain a formal style.,
W.8.1e,W,8,1,TTP,Provide a concluding statement or section that follows from and supports the argument presented.,
W.8.2,W,8,2,TTP,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content.",
W.8.2a,W,8,2,TTP,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.",
W.8.2b,W,8,2,TTP,"Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples.",
W.8.2c,W,8,2,TTP,Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.,
W.8.2d,W,8,2,TTP,Use precise language and domain-specific vocabulary to inform about or explain the topic.,
W.8.2e,W,8,2,TTP,Establish and maintain a formal style.,
W.8.2f,W,8,2,TTP,Provide a concluding statement or section that follows from and supports the information or explanation presented.,
W.8.3,W,8,3,TTP,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.",
W.8.3a,W,8,3,TTP,Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.,
W.8.3b,W,8,3,TTP,"Use narrative techniques, such as dialogue, pacing, description, and reflection, to develop experiences, events, and/or characters.",
W.8.3c,W,8,3,TTP,"Use a variety of transition words, phrases, and clauses to convey sequence, signal shifts from one time frame or setting to another, and show the relationships among experiences and events.",
W.8.3d,W,8,3,TTP,"Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events.",
W.8.3e,W,8,3,TTP,Provide a conclusion that follows from and reflects on the narrated experiences or events.,
W.8.4,W,8,4,PDW,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",
W.8.5,W,8,5,PDW,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 8 on page 53.)",
W.8.6,W,8,6,PDW,"Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas efficiently as well as to interact and collaborate with others.",
W.8.7,W,8,7,RBPK,"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.",
W.8.8,W,8,8,RBPK,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",
W.8.9,W,8,9,RBPK,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",
W.8.9a,W,8,9,RBPK,"Apply grade 8 Reading standards to literature (e.g., ""Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new"").",
W.8.9b,W,8,9,RBPK,"Apply grade 8 Reading standards to literary nonfiction (e.g., ""Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient; recognize when irrelevant evidence is introduced"").",
W.9-10.1,W,9-10,1,TTP,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",
W.9-10.10,W,9-10,10,ROW,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences.",
W.9-10.1a,W,9-10,1,TTP,"Introduce precise claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that establishes clear relationships among claim(s), counterclaims, reasons, and evidence.",
W.9-10.1b,W,9-10,1,TTP,"Develop claim(s) and counterclaims fairly, supplying evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience's knowledge level and concerns.",
W.9-10.1c,W,9-10,1,TTP,"Use words, phrases, and clauses to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims.",
W.9-10.1d,W,9-10,1,TTP,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.,
W.9-10.1e,W,9-10,1,TTP,Provide a concluding statement or section that follows from and supports the argument presented.,
W.9-10.2,W,9-10,2,TTP,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content.",
W.9-10.2a,W,9-10,2,TTP,"Introduce a topic; organize complex ideas, concepts, and information to make important connections and distinctions; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension.",
W.9-10.2b,W,9-10,2,TTP,"Develop the topic with well-chosen, relevant, and sufficient facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience's knowledge of the topic.",
W.9-10.2c,W,9-10,2,TTP,"Use appropriate and varied transitions to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts.",
W.9-10.2d,W,9-10,2,TTP,Use precise language and domain-specific vocabulary to manage the complexity of the topic.,
W.9-10.2e,W,9-10,2,TTP,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.,
W.9-10.2f,W,9-10,2,TTP,"Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic).",
W.9-10.3,W,9-10,3,TTP,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.",
W.9-10.3a,W,9-10,3,TTP,"Engage and orient the reader by setting out a problem, situation, or observation, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events.",
W.9-10.3b,W,9-10,3,TTP,"Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters.",
W.9-10.3c,W,9-10,3,TTP,Use a variety of techniques to sequence events so that they build on one another to create a coherent whole.,
W.9-10.3d,W,9-10,3,TTP,"Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters.",
W.9-10.3e,W,9-10,3,TTP,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative.",
W.9-10.4,W,9-10,4,PDW,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",
W.9-10.5,W,9-10,5,PDW,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 9-10 on page 55.)",
W.9-10.6,W,9-10,6,PDW,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products, taking advantage of technology's capacity to link to other information and to display information flexibly and dynamically.",
W.9-10.7,W,9-10,7,RBPK,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",
W.9-10.8,W,9-10,8,RBPK,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the usefulness of each source in answering the research question; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and following a standard format for citation.",
W.9-10.9,W,9-10,9,RBPK,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",
W.9-10.9a,W,9-10,9,RBPK,"Apply grades 9-10 Reading standards to literature (e.g., ""Analyze how an author draws on and transforms source material in a specific work [e.g., how Shakespeare treats a theme or topic from Ovid or the Bible or how a later author draws on a play by Shakespeare]"").",
W.9-10.9b,W,9-10,9,RBPK,"Apply grades 9-10 Reading standards to literary nonfiction (e.g., ""Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning"").",
W.11-12.1,W,11-12,1,TTP,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",
W.11-12.10,W,11-12,10,ROW,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences.",
W.11-12.1a,W,11-12,1,TTP,"Introduce precise, knowledgeable claim(s), establish the significance of the claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that logically sequences claim(s), counterclaims, reasons, and evidence.",
W.11-12.1b,W,11-12,1,TTP,"Develop claim(s) and counterclaims fairly and thoroughly, supplying the most relevant evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience's knowledge level, concerns, values, and possible biases.",
W.11-12.1c,W,11-12,1,TTP,"Use words, phrases, and clauses as well as varied syntax to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims.",
W.11-12.1d,W,11-12,1,TTP,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.,
W.11-12.1e,W,11-12,1,TTP,Provide a concluding statement or section that follows from and supports the argument presented.,
W.11-12.2,W,11-12,2,TTP,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content.",
W.11-12.2a,W,11-12,2,TTP,"Introduce a topic; organize complex ideas, concepts, and information so that each new element builds on that which precedes it to create a unified whole; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension.",
W.11-12.2b,W,11-12,2,TTP,"Develop the topic thoroughly by selecting the most significant and relevant facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience's knowledge of the topic.",
W.11-12.2c,W,11-12,2,TTP,"Use appropriate and varied transitions and syntax to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts.",
W.11-12.2d,W,11-12,2,TTP,"Use precise language, domain-specific vocabulary, and techniques such as metaphor, simile, and analogy to manage the complexity of the topic.",
W.11-12.2e,W,11-12,2,TTP,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.,
W.11-12.2f,W,11-12,2,TTP,"Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic).",
W.11-12.3,W,11-12,3,TTP,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.",
W.11-12.3a,W,11-12,3,TTP,"Engage and orient the reader by setting out a problem, situation, or observation and its significance, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events.",
W.11-12.3b,W,11-12,3,TTP,"Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters.",
W.11-12.3c,W,11-12,3,TTP,"Use a variety of techniques to sequence events so that they build on one another to create a coherent whole and build toward a particular tone and outcome (e.g., a sense of mystery, suspense, growth, or resolution).",
W.11-12.3d,W,11-12,3,TTP,"Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters.",
W.11-12.3e,W,11-12,3,TTP,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative.",
W.11-12.4,W,11-12,4,PDW,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",
W.11-12.5,W,11-12,5,PDW,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 on page 55.)",
W.11-12.6,W,11-12,6,PDW,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.",
W.11-12.7,W,11-12,7,RBPK,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",
W.11-12.8,W,11-12,8,RBPK,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.",
W.11-12.9,W,11-12,9,RBPK,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",
W.11-12.9a,W,11-12,9,RBPK,"Apply grades 11-12 Reading standards to literature (e.g., ""Demonstrate knowledge of eighteenth-, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics"").",
W.11-12.9b,W,11-12,9,RBPK,"Apply grades 11-12 Reading standards to literary nonfiction (e.g., ""Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning [e.g., in U.S. Supreme Court Case majority opinions and dissents] and the premises, purposes, and arguments in works of public advocacy [e.g., The Federalist, presidential addresses]"").",
SL.K.1,SL,K,1,CC,Participate in collaborative conversations with diverse partners about kindergarten topics and texts with peers and adults in small and larger groups.,
SL.K.1a,SL,K,1,CC,"Follow agreed-upon rules for discussions (e.g., listening to others and taking turns speaking about the topics and texts under discussion).",
SL.K.1b,SL,K,1,CC,Continue a conversation through multiple exchanges.,
SL.K.2,SL,K,2,CC,Confirm understanding of a text read aloud or information presented orally or through other media by asking and answering questions about key details and requesting clarification if something is not understood.,
SL.K.3,SL,K,3,CC,"Ask and answer questions in order to seek help, get information, or clarify something that is not understood.",
SL.K.4,SL,K,4,PKI,"Describe familiar people, places, things, and events and, with prompting and support, provide additional detail.",
SL.K.5,SL,K,5,PKI,Add drawings or other visual displays to descriptions as desired to provide additional detail.,
SL.K.6,SL,K,6,PKI,"Speak audibly and express thoughts, feelings, and ideas clearly.",
SL.1.1,SL,1,1,CC,Participate in collaborative conversations with diverse partners about grade 1 topics and texts with peers and adults in small and larger groups.,
SL.1.1a,SL,1,1,CC,"Follow agreed-upon rules for discussions (e.g., listening to others with care, speaking one at a time about the topics and texts under discussion).",
SL.1.1b,SL,1,1,CC,Build on others' talk in conversations by responding to the comments of others through multiple exchanges.,
SL.1.1c,SL,1,1,CC,Ask questions to clear up any confusion about the topics and texts under discussion.,
SL.1.2,SL,1,2,CC,Ask and answer questions about key details in a text read aloud or information presented orally or through other media.,
SL.1.3,SL,1,3,CC,Ask and answer questions about what a speaker says in order to gather additional information or clarify something that is not understood.,
SL.1.4,SL,1,4,PKI,"Describe people, places, things, and events with relevant details, expressing ideas and feelings clearly.",
SL.1.5,SL,1,5,PKI,"Add drawings or other visual displays to descriptions when appropriate to clarify ideas, thoughts, and feelings.",
SL.1.6,SL,1,6,PKI,Produce complete sentences when appropriate to task and situation. (See grade 1 Language standards 1 and 3 on page 26 for specific expectations.),
SL.2.1,SL,2,1,CC,Participate in collaborative conversations with diverse partners about grade 2 topics and texts with peers and adults in small and larger groups.,
SL.2.1a,SL,2,1,CC,"Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion).",
SL.2.1b,SL,2,1,CC,Build on others' talk in conversations by linking their comments to the remarks of others.,
SL.2.1c,SL,2,1,CC,Ask for clarification and further explanation as needed about the topics and texts under discussion.,
SL.2.2,SL,2,2,CC,Recount or describe key ideas or details from a text read aloud or information presented orally or through other media.,
SL.2.3,SL,2,3,CC,"Ask and answer questions about what a speaker says in order to clarify comprehension, gather additional information, or deepen understanding of a topic or issue.",
SL.2.4,SL,2,4,PKI,"Tell a story or recount an experience with appropriate facts and relevant, descriptive details, speaking audibly in coherent sentences.",
SL.2.5,SL,2,5,PKI,"Create audio recordings of stories or poems; add drawings or other visual displays to stories or recounts of experiences when appropriate to clarify ideas, thoughts, and feelings.",
SL.2.6,SL,2,6,PKI,Produce complete sentences when appropriate to task and situation in order to provide requested detail or clarification. (See grade 2 Language standards 1 and 3 on page 26 for specific expectations.),
SL.3.1,SL,3,1,CC,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 3 topics and texts, building on others' ideas and expressing their own clearly.",
SL.3.1a,SL,3,1,CC,"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion.",
SL.3.1b,SL,3,1,CC,"Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion).",
SL.3.1c,SL,3,1,CC,"Ask questions to check understanding of information presented, stay on topic, and link their comments to the remarks of others.",
SL.3.1d,SL,3,1,CC,Explain their own ideas and understanding in light of the discussion.,
SL.3.2,SL,3,2,CC,"Determine the main ideas and supporting details of a text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.",
SL.3.3,SL,3,3,CC,"Ask and answer questions about information from a speaker, offering appropriate elaboration and detail.",
SL.3.4,SL,3,4,PKI,"Report on a topic or text, tell a story, or recount an experience with appropriate facts and relevant, descriptive details, speaking clearly at an understandable pace.",
SL.3.5,SL,3,5,PKI,Create engaging audio recordings of stories or poems that demonstrate fluid reading at an understandable pace; add visual displays when appropriate to emphasize or enhance certain facts or details.,
SL.3.6,SL,3,6,PKI,Speak in complete sentences when appropriate to task and situation in order to provide requested detail or clarification. (See grade 3 Language standards 1 and 3 on page 28 for specific expectations.),
SL.4.1,SL,4,1,CC,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 4 topics and texts, building on others' ideas and expressing their own clearly.",
SL.4.1a,SL,4,1,CC,"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion.",
SL.4.1b,SL,4,1,CC,Follow agreed-upon rules for discussions and carry out assigned roles.,
SL.4.1c,SL,4,1,CC,"Pose and respond to specific questions to clarify or follow up on information, and make comments that contribute to the discussion and link to the remarks of others.",
SL.4.1d,SL,4,1,CC,Review the key ideas expressed and explain their own ideas and understanding in light of the discussion.,
SL.4.2,SL,4,2,CC,"Paraphrase portions of a text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.",
SL.4.3,SL,4,3,CC,Identify the reasons and evidence a speaker provides to support particular points.,
SL.4.4,SL,4,4,PKI,"Report on a topic or text, tell a story, or recount an experience in an organized manner, using appropriate facts and relevant, descriptive details to support main ideas or themes; speak clearly at an understandable pace.",
SL.4.5,SL,4,5,PKI,Add audio recordings and visual displays to presentations when appropriate to enhance the development of main ideas or themes.,
SL.4.6,SL,4,6,PKI,"Differentiate between contexts that call for formal English (e.g., presenting ideas) and situations where informal discourse is appropriate (e.g., small-group discussion); use formal English when appropriate to task and situation. (See grade 4 Language standards 1 on page 28 for specific expectations.)",
SL.5.1,SL,5,1,CC,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 5 topics and texts, building on others' ideas and expressing their own clearly.",
SL.5.1a,SL,5,1,CC,"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion.",
SL.5.1b,SL,5,1,CC,Follow agreed-upon rules for discussions and carry out assigned roles.,
SL.5.1c,SL,5,1,CC,Pose and respond to specific questions by making comments that contribute to the discussion and elaborate on the remarks of others.,
SL.5.1d,SL,5,1,CC,Review the key ideas expressed and draw conclusions in light of information and knowledge gained from the discussions.,
SL.5.2,SL,5,2,CC,"Summarize a written text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.",
SL.5.3,SL,5,3,CC,Summarize the points a speaker makes and explain how each claim is supported by reasons and evidence.,
SL.5.4,SL,5,4,PKI,"Report on a topic or text or present an opinion, sequencing ideas logically and using appropriate facts and relevant, descriptive details to support main ideas or themes; speak clearly at an understandable pace.",
SL.5.5,SL,5,5,PKI,"Include multimedia components (e.g., graphics, sound) and visual displays in presentations when appropriate to enhance the development of main ideas or themes.",
SL.5.6,SL,5,6,PKI,"Adapt speech to a variety of contexts and tasks, using formal English when appropriate to task and situation. (See grade 5 Language standards 1 and 3 on page 28 for specific expectations.)",
SL.6.1,SL,6,1,CC,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 6 topics, texts, and issues, building on others' ideas and expressing their own clearly.",
SL.6.1a,SL,6,1,CC,"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion.",
SL.6.1b,SL,6,1,CC,"Follow rules for collegial discussions, set specific goals and deadlines, and define individual roles as needed.",
SL.6.1c,SL,6,1,CC,"Pose and respond to specific questions with elaboration and detail by making comments that contribute to the topic, text, or issue under discussion.",
SL.6.1d,SL,6,1,CC,Review the key ideas expressed and demonstrate understanding of multiple perspectives through reflection and paraphrasing.,
SL.6.2,SL,6,2,CC,"Interpret information presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how it contributes to a topic, text, or issue under study.",
SL.6.3,SL,6,3,CC,"Delineate a speaker's argument and specific claims, distinguishing claims that are supported by reasons and evidence from claims that are not.",
SL.6.4,SL,6,4,PKI,"Present claims and findings, sequencing ideas logically and using pertinent descriptions, facts, and details to accentuate main ideas or themes; use appropriate eye contact, adequate volume, and clear pronunciation.",
SL.6.5,SL,6,5,PKI,"Include multimedia components (e.g., graphics, images, music, sound) and visual displays in presentations to clarify information.",
SL.6.6,SL,6,6,PKI,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 6 Language standards 1 and 3 on page 53 for specific expectations.)",
SL.7.1,SL,7,1,CC,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 7 topics, texts, and issues, building on others' ideas and expressing their own clearly.",
SL.7.1a,SL,7,1,CC,"Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion.",
SL.7.1b,SL,7,1,CC,"Follow rules for collegial discussions, track progress toward specific goals and deadlines, and define individual roles as needed.",
SL.7.1c,SL,7,1,CC,Pose questions that elicit elaboration and respond to others' questions and comments with relevant observations and ideas that bring the discussion back on topic as needed.,
SL.7.1d,SL,7,1,CC,"Acknowledge new information expressed by others and, when warranted, modify their own views.",
SL.7.2,SL,7,2,CC,"Analyze the main ideas and supporting details presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how the ideas clarify a topic, text, or issue under study.",
SL.7.3,SL,7,3,CC,"Delineate a speaker's argument and specific claims, evaluating the soundness of the reasoning and the relevance and sufficiency of the evidence.",
SL.7.4,SL,7,4,PKI,"Present claims and findings, emphasizing salient points in a focused, coherent manner with pertinent descriptions, facts, details, and examples; use appropriate eye contact, adequate volume, and clear pronunciation.",
SL.7.5,SL,7,5,PKI,Include multimedia components and visual displays in presentations to clarify claims and findings and emphasize salient points.,
SL.7.6,SL,7,6,PKI,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 7 Language standards 1 and 3 on page 53 for specific expectations.)",
SL.8.1,SL,8,1,CC,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 8 topics, texts, and issues, building on others' ideas and expressing their own clearly.",
SL.8.1a,SL,8,1,CC,"Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion.",
SL.8.1b,SL,8,1,CC,"Follow rules for collegial discussions and decision-making, track progress toward specific goals and deadlines, and define individual roles as needed.",
SL.8.1c,SL,8,1,CC,"Pose questions that connect the ideas of several speakers and respond to others' questions and comments with relevant evidence, observations, and ideas.",
SL.8.1d,SL,8,1,CC,"Acknowledge new information expressed by others, and, when warranted, qualify or justify their own views in light of the evidence presented.",
SL.8.2,SL,8,2,CC,"Analyze the purpose of information presented in diverse media and formats (e.g., visually, quantitatively, orally) and evaluate the motives (e.g., social, commercial, political) behind its presentation.",
SL.8.3,SL,8,3,CC,"Delineate a speaker's argument and specific claims, evaluating the soundness of the reasoning and relevance and sufficiency of the evidence and identifying when irrelevant evidence is introduced.",
SL.8.4,SL,8,4,PKI,"Present claims and findings, emphasizing salient points in a focused, coherent manner with relevant evidence, sound valid reasoning, and well-chosen details; use appropriate eye contact, adequate volume, and clear pronunciation.",
SL.8.5,SL,8,5,PKI,"Integrate multimedia and visual displays into presentations to clarify information, strengthen claims and evidence, and add interest.",
SL.8.6,SL,8,6,PKI,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 8 Language standards 1 and 3 on page 53 for specific expectations.)",
SL.9-10.1,SL,9-10,1,CC,"Initiate and participate effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grades 9-10 topics, texts, and issues, building on others' ideas and expressing their own clearly and persuasively.",
SL.9-10.1a,SL,9-10,1,CC,"Come to discussions prepared, having read and researched material under study; explicitly draw on that preparation by referring to evidence from texts and other research on the topic or issue to stimulate a thoughtful, well-reasoned exchange of ideas.",
SL.9-10.1b,SL,9-10,1,CC,"Work with peers to set rules for collegial discussions and decision-making (e.g., informal consensus, taking votes on key issues, presentation of alternate views), clear goals and deadlines, and individual roles as needed.",
SL.9-10.1c,SL,9-10,1,CC,"Propel conversations by posing and responding to questions that relate the current discussion to broader themes or larger ideas; actively incorporate others into the discussion; and clarify, verify, or challenge ideas and conclusions.",
SL.9-10.1d,SL,9-10,1,CC,"Respond thoughtfully to diverse perspectives, summarize points of agreement and disagreement, and, when warranted, qualify or justify their own views and understanding and make new connections in light of the evidence and reasoning presented.",
SL.9-10.2,SL,9-10,2,CC,"Integrate multiple sources of information presented in diverse media or formats (e.g., visually, quantitatively, orally) evaluating the credibility and accuracy of each source.",
SL.9-10.3,SL,9-10,3,CC,"Evaluate a speaker's point of view, reasoning, and use of evidence and rhetoric, identifying any fallacious reasoning or exaggerated or distorted evidence.",
SL.9-10.4,SL,9-10,4,PKI,"Present information, findings, and supporting evidence clearly, concisely, and logically such that listeners can follow the line of reasoning and the organization, development, substance, and style are appropriate to purpose, audience, and task.",
SL.9-10.5,SL,9-10,5,PKI,"Make strategic use of digital media (e.g., textual, graphical, audio, visual, and interactive elements) in presentations to enhance understanding of findings, reasoning, and evidence and to add interest.",
SL.9-10.6,SL,9-10,6,PKI,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grades 9-10 Language standards 1 and 3 on page 54 for specific expectations.)",
SL.11-12.1,SL,11-12,1,CC,"Initiate and participate effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grades 11-12 topics, texts, and issues, building on others' ideas and expressing their own clearly and persuasively.",
SL.11-12.1a,SL,11-12,1,CC,"Come to discussions prepared, having read and researched material under study; explicitly draw on that preparation by referring to evidence from texts and other research on the topic or issue to stimulate a thoughtful, well-reasoned exchange of ideas.",
SL.11-12.1b,SL,11-12,1,CC,"Work with peers to promote civil, democratic discussions and decision-making, set clear goals and deadlines, and establish individual roles as needed.",
SL.11-12.1c,SL,11-12,1,CC,"Propel conversations by posing and responding to questions that probe reasoning and evidence; ensure a hearing for a full range of positions on a topic or issue; clarify, verify, or challenge ideas and conclusions; and promote divergent and creative perspectives.",
SL.11-12.1d,SL,11-12,1,CC,"Respond thoughtfully to diverse perspectives; synthesize comments, claims, and evidence made on all sides of an issue; resolve contradictions when possible; and determine what additional information or research is required to deepen the investigation or complete the task.",
SL.11-12.2,SL,11-12,2,CC,"Integrate multiple sources of information presented in diverse formats and media (e.g., visually, quantitatively, orally) in order to make informed decisions and solve problems, evaluating the credibility and accuracy of each source and noting any discrepancies among the data.",
SL.11-12.3,SL,11-12,3,CC,"Evaluate a speaker's point of view, reasoning, and use of evidence and rhetoric, assessing the stance, premises, links among ideas, word choice, points of emphasis, and tone used.",
SL.11-12.4,SL,11-12,4,PKI,"Present information, findings, and supporting evidence, conveying a clear and distinct perspective, such that listeners can follow the line of reasoning, alternative or opposing perspectives are addressed, and the organization, development, substance, and style are appropriate to purpose, audience, and a range of formal and informal tasks.",
